GHO;PUBLISHSTATE;YEAR;REGION;COUNTRY;Display Value;Numeric;Low;High;StdErr;StdDev;Comments;ATTR_ENDPOINT
NCD_CCS_Mkting;PUBLISHED;2015;SEAR;MDV;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AFR;MLI;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;MLT;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;WPR;MHL;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AFR;MRT;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AMR;MEX;Yes;;;;;;Documentation not provided.;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;WPR;FSM;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;MCO;Yes;;;;;;Documentation not provided.;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;WPR;MNG;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;MNE;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EMR;MAR;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AFR;MOZ;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;SEAR;MMR;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;WPR;NRU;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;SEAR;NPL;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;NLD;Yes;;;;;;Documentation not provided.;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;WPR;NZL;Yes;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AMR;NIC;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AFR;NER;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AFR;NGA;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;WPR;NIU;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;NOR;Yes;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EMR;OMN;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EMR;PAK;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;WPR;PLW;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AMR;PAN;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;WPR;PNG;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AMR;PRY;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AMR;PER;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;WPR;PHL;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;POL;Yes;;;;;;Documentation not provided.;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;PRT;Yes;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EMR;QAT;Yes;;;;;;Documentation not provided.;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;WPR;KOR;Yes;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;MDA;Yes;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;ROU;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;RUS;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AFR;RWA;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AMR;KNA;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AMR;LCA;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AMR;VCT;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;SMR;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AFR;STP;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EMR;SAU;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AFR;SEN;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;SRB;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AFR;SYC;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AFR;SLE;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;WPR;SGP;Yes;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;SVK;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EUR;SVN;Yes;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;WPR;SLB;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;EMR;SOM;No;;;;;;;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
NCD_CCS_Mkting;PUBLISHED;2015;AFR;ZAF;Yes;;;;;;Documentation not provided.;http://apps.who.int/gho/athena/api/GHO/NCD_CCS_Mkting.csv
