;country;iso2;iso3;region;wb_econ;anyprotect_dis;anyprotect_relig;anyprotect_race;anyprotect_politic;anyprotect_class;anyprotect_age;anyprotect_marital;anyprotect_parent;anyprotect_mig;anyprotect_fno;anyprotect_preg;anyprotect_sexor;anyprotect_genid;hir_dis;hir_relig;hir_race;hir_politic;hir_class;hir_age;hir_marital;hir_mig;hir_fno;hir_preg;hir_parent;hir_sexor;hir_genid;promdemo_dis;promdemo_relig;promdemo_race;promdemo_politic;promdemo_class;promdemo_age;promdemo_marital;promdemo_mig;promdemo_fno;promdemo_preg;promdemo_parent;promdemo_sexor;promdemo_genid;train_dis;train_relig;train_race;train_class;train_age;train_marital;train_preg;train_parent;train_sexor;train_genid;pay_dis;pay_relig;pay_race;pay_politic;pay_class;pay_age;pay_marital;pay_mig;pay_fno;pay_preg;pay_parent;pay_sexor;pay_genid;harass_dis;harass_relig;harass_race;harass_politic;harass_class;harass_age;harass_marital;harass_mig;harass_fno;term_gender;term_dis;term_relig;term_race;term_politic;term_class;term_age;term_marital;term_mig;term_fno;term_preg;term_parent;term_sexor;term_genid;indir_dis;indir_marital;indir_preg;indir_parent;indir_sexor;indir_genid;ret_dis;ret_relig;ret_race;ret_politic;ret_class;ret_age;ret_marital;ret_mig;ret_fno;ret_sexor;ret_genid;TIME_PERIOD
101;North Macedonia;MK;MKD;Europe & Central Asia;3;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;2;4;4;4;4;4;4;3;3;4;4;5;4;2;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;2;5;5;2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1;2020.0
102;Madagascar;MG;MDG;Sub-Saharan Africa;1;5;5;5;5;5;5;1;1;1;5;5;1;1;4;5;5;5;1;1;1;1;1;1;1;1;1;4;5;5;5;1;1;1;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;1;4;4;5;4;5;5;1;1;5;1;1;1;1;3;1;1;1;1;1;1;1;1;5;4;5;5;5;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;1;2020.0
103;Malawi;MW;MWI;Sub-Saharan Africa;1;5;5;5;5;5;1;5;5;5;1;5;1;1;5;5;5;5;5;1;5;5;1;1;5;1;1;5;5;5;5;5;1;5;5;1;1;5;1;1;5;5;5;5;1;5;1;5;1;1;5;5;5;5;5;1;5;5;1;1;5;1;1;5;3;3;3;3;1;3;3;1;5;5;5;5;5;5;1;5;5;1;5;5;1;1;1;1;1;1;1;1;5.0;5.0;5.0;5.0;5.0;1.0;5.0;5.0;1.0;1.0;1;2020.0
104;Malaysia;MY;MYS;East Asia & Pacific;3;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
105;Maldives;MV;MDV;South Asia;3;5;5;5;5;5;5;5;5;5;1;5;1;1;5;5;5;5;5;5;5;1;1;5;5;1;1;4;4;4;4;4;4;5;1;1;5;5;1;1;5;5;5;5;5;5;5;5;1;1;4;4;4;4;4;4;5;1;1;5;5;1;1;3;3;3;3;3;3;3;1;1;5;5;5;5;5;5;5;5;5;1;5;5;1;1;1;5;5;5;1;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1;2020.0
106;Mali;ML;MLI;Sub-Saharan Africa;1;1;1;1;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1;2020.0
107;Malta;MT;MLT;Middle East & North Africa;4;5;5;5;5;1;5;5;5;5;1;5;5;5;5;5;5;5;1;5;5;1;1;5;5;5;5;5;5;5;5;1;5;5;1;1;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;1;4;5;4;1;5;3;4;5;5;5;5;2;2;5;2;2;2;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;1;5;5;5;5;5.0;5.0;5.0;5.0;1.0;5.0;5.0;2.0;1.0;5.0;5;2020.0
108;Marshall Islands;MH;MHL;East Asia & Pacific;3;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
109;Mauritania;MR;MRT;Sub-Saharan Africa;2;5;5;5;5;5;5;1;1;1;5;1;1;1;5;5;5;5;5;1;1;1;5;1;1;1;1;1;4;4;4;4;1;1;1;4;1;1;1;1;1;4;4;4;1;1;1;1;1;1;1;3;3;3;4;4;1;1;3;1;1;1;1;1;3;3;3;3;1;1;1;3;5;1;5;5;5;4;5;1;1;5;1;1;1;1;1;1;1;1;1;1;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;1;2020.0
110;Mauritius;MU;MUS;Sub-Saharan Africa;3;5;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;2;5;5;5;5;2;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;5;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;5.0;5.0;1;2020.0
111;Mexico;MX;MEX;Latin America & Caribbean;3;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;2;4;4;4;4;4;4;4;4;4;4;5;4;2;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;1;1;1;1;1;1;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1;2020.0
112;Micronesia, Federated States of;FM;FSM;East Asia & Pacific;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
113;Moldova;MD;MDA;Europe & Central Asia;2;5;5;5;5;5;5;1;5;5;5;5;5;1;5;5;5;5;5;5;2;5;5;5;5;5;2;5;5;5;5;5;5;2;5;5;5;5;5;2;5;5;5;5;5;2;5;5;5;2;5;5;5;5;5;5;2;5;4;5;5;4;2;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;2;5;2;2;2;5;2;5.0;5.0;5.0;5.0;5.0;5.0;1.0;5.0;;2.0;1;2020.0
114;Monaco;MC;MCO;Europe & Central Asia;4;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
115;Mongolia;MN;MNG;East Asia & Pacific;2;5;5;5;5;5;5;5;5;5;1;5;1;1;5;5;4;5;4;4;5;4;1;5;2;1;1;5;4;4;1;4;4;4;4;1;4;2;1;1;4;4;4;4;4;4;4;2;1;1;4;3;3;1;3;3;4;3;1;3;3;1;1;3;3;3;1;3;3;3;3;1;5;4;4;4;1;4;4;5;4;1;5;5;1;1;1;5;1;1;1;1;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1;2020.0
116;Montenegro;ME;MNE;Europe & Central Asia;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;5.0;5.0;5;2020.0
117;Morocco;MA;MAR;Middle East & North Africa;2;5;5;5;5;5;1;5;5;1;5;1;1;1;5;5;5;5;5;1;5;1;5;1;5;1;1;5;5;5;5;5;1;5;1;5;1;5;1;1;5;5;5;5;1;5;1;1;1;1;4;4;4;4;4;1;4;1;4;1;1;1;1;3;3;3;3;3;1;3;1;3;5;5;5;5;5;5;1;5;1;5;1;5;1;1;1;1;1;1;1;1;5.0;5.0;5.0;5.0;5.0;1.0;5.0;1.0;5.0;1.0;1;2020.0
118;Mozambique;MZ;MOZ;Sub-Saharan Africa;1;5;5;5;5;5;5;5;1;5;5;5;5;1;5;4;4;4;4;4;4;4;1;1;1;4;1;5;4;4;4;4;4;4;4;1;1;1;4;1;5;4;4;4;4;4;1;1;4;1;1;4;4;4;3;3;3;3;4;1;1;4;1;2;5;5;5;5;5;5;5;2;5;1;4;5;4;4;4;4;4;1;5;1;5;1;1;1;1;1;1;1;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1;2020.0
119;Myanmar;MM;MMR;East Asia & Pacific;2;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
120;Namibia;;NAM;Sub-Saharan Africa;3;5;5;5;5;5;1;5;5;5;5;5;1;1;5;5;5;5;5;1;5;5;5;5;5;1;1;5;5;5;5;5;1;5;4;4;5;5;1;1;5;5;5;5;1;5;5;5;1;1;4;4;4;4;4;1;5;3;3;4;5;1;1;3;3;3;3;3;1;3;3;3;5;5;5;5;5;5;1;5;5;5;5;5;1;1;5;5;5;5;1;1;5.0;5.0;5.0;5.0;5.0;1.0;5.0;5.0;5.0;1.0;1;2020.0
121;Nauru;NR;NRU;East Asia & Pacific;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
122;Nepal;NP;NPL;South Asia;1;5;5;5;1;5;1;1;1;1;1;1;1;1;1;5;5;1;5;1;1;1;1;1;1;1;1;5;4;4;1;4;1;1;1;1;1;1;1;1;1;4;4;4;1;1;1;1;1;1;4;3;4;1;4;1;1;1;1;1;1;1;1;1;3;3;1;3;1;1;1;1;4;1;4;4;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
123;The Netherlands;NL;NLD;Europe & Central Asia;4;5;5;5;5;1;5;5;5;5;1;5;5;1;5;5;5;5;1;5;5;5;1;5;4;5;1;5;5;5;5;1;5;5;5;1;5;4;5;1;5;5;5;1;5;5;5;4;5;1;3;3;3;3;1;3;3;3;1;5;4;3;1;5;5;5;5;1;5;5;5;1;5;5;5;5;5;1;5;5;5;1;5;4;5;1;5;5;1;1;5;1;5.0;5.0;5.0;5.0;1.0;5.0;5.0;5.0;1.0;5.0;1;2020.0
124;New Zealand;NZ;NZL;East Asia & Pacific;4;5;5;5;5;1;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;1;3;3;3;3;1;4;3;3;3;4;3;3;1;3;3;5;3;1;3;3;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;1;5;5;5;5;5;1;5.0;5.0;5.0;5.0;1.0;5.0;5.0;5.0;5.0;5.0;1;2020.0
125;Nicaragua;NI;NIC;Latin America & Caribbean;2;5;5;5;5;5;1;1;5;5;1;5;5;1;5;4;4;4;4;1;1;4;1;1;4;4;1;5;4;4;4;4;1;1;4;1;1;4;4;1;4;4;4;4;1;1;1;2;4;1;3;4;4;4;3;2;2;3;2;2;4;3;2;5;3;3;3;3;1;1;3;1;5;5;4;4;4;4;1;1;4;1;5;4;4;1;1;1;1;1;1;1;5.0;5.0;5.0;5.0;5.0;1.0;1.0;5.0;1.0;5.0;1;2020.0
126;Niger;NE;NER;Sub-Saharan Africa;1;5;5;5;5;5;5;5;1;1;5;5;1;1;5;5;5;5;5;5;1;1;5;1;1;1;1;5;5;5;5;5;5;1;1;5;1;1;1;1;5;5;5;5;5;1;1;1;1;1;4;4;4;4;5;5;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;1;5;5;1;1;1;1;1;1;1;1;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;5.0;1.0;1;2020.0
127;Nigeria;NG;NGA;Sub-Saharan Africa;2;5;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
128;Norway;NO;NOR;Europe & Central Asia;4;5;5;5;5;1;5;1;1;1;5;5;5;5;5;5;5;5;1;5;1;1;5;5;1;5;5;5;5;5;5;1;5;1;1;5;5;1;5;5;5;5;5;1;5;1;5;1;5;5;4;4;4;4;1;4;1;1;4;4;1;4;4;5;5;5;5;2;5;2;2;5;5;5;5;5;5;1;5;1;1;5;5;1;5;5;5;1;5;1;5;5;5.0;5.0;5.0;5.0;1.0;5.0;1.0;1.0;5.0;5.0;5;2020.0
129;Oman;OM;OMN;Middle East & North Africa;4;5;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
130;Pakistan;PK;PAK;South Asia;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
131;Palau;PW;PLW;East Asia & Pacific;3;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
132;Panama;PA;PAN;Latin America & Caribbean;3;5;5;5;5;5;1;1;1;1;1;5;1;1;5;4;4;4;4;1;1;1;1;1;1;1;1;5;4;4;4;4;1;1;1;1;1;1;1;1;4;4;4;4;1;1;1;1;1;1;3;3;3;3;3;2;2;2;2;2;1;2;2;3;3;3;3;3;1;1;1;1;4;5;4;4;4;4;1;1;1;1;5;1;1;1;1;1;1;1;1;1;5.0;5.0;5.0;5.0;2.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
133;Papua New Guinea;PG;PNG;East Asia & Pacific;2;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
134;Paraguay;PY;PRY;Latin America & Caribbean;3;5;5;5;5;5;5;1;1;5;1;5;1;1;4;4;4;4;4;1;1;1;1;1;1;1;1;4;4;4;4;4;1;1;1;1;1;1;1;1;5;4;4;4;1;1;1;1;1;1;5;5;3;5;5;4;1;5;1;1;1;1;1;5;3;3;3;3;1;1;1;1;4;4;4;4;4;4;1;1;1;1;5;1;1;1;1;1;1;1;1;1;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1;2020.0
135;Peru;PE;PER;Latin America & Caribbean;3;5;5;5;1;5;5;1;1;1;5;5;1;1;5;5;5;2;5;5;2;2;5;2;1;2;2;5;5;5;2;5;5;2;2;5;2;1;2;2;5;5;5;5;5;2;2;1;2;2;5;4;4;2;4;4;2;2;4;2;1;2;2;5;5;5;2;5;5;2;2;5;5;5;5;5;2;5;5;2;2;5;5;1;2;2;5;2;2;2;2;2;2.0;2.0;2.0;1.0;2.0;5.0;1.0;1.0;;1.0;1;2020.0
136;The Philippines;PH;PHL;East Asia & Pacific;2;5;1;1;1;1;5;1;1;1;1;5;1;1;5;1;1;1;1;5;1;1;1;1;1;1;1;5;1;1;1;1;5;1;1;1;1;1;1;1;5;1;1;1;5;1;1;1;1;1;4;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;5;1;1;1;5;1;1;1;5;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;1;2020.0
137;Poland;PL;POL;Europe & Central Asia;4;5;5;5;5;1;5;1;1;5;1;1;5;1;5;5;5;5;1;5;1;5;1;1;1;5;1;5;5;5;5;1;5;1;5;1;1;1;5;1;5;5;5;1;5;1;1;1;5;1;5;5;5;5;2;5;2;5;2;2;1;5;2;5;5;5;5;2;5;2;5;2;5;5;5;5;5;1;5;1;5;1;1;1;5;1;5;1;1;1;5;1;5.0;5.0;5.0;5.0;1.0;5.0;1.0;5.0;1.0;5.0;1;2020.0
138;Portugal;PT;PRT;Europe & Central Asia;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;;5.0;5;2020.0
139;Qatar;QA;QAT;Middle East & North Africa;4;5;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
140;Romania;RO;ROU;Europe & Central Asia;3;5;5;5;5;5;5;5;5;5;1;5;5;1;5;5;5;5;5;5;5;5;2;5;5;5;2;5;5;5;5;5;5;5;5;2;5;5;5;2;5;5;5;5;5;5;5;5;5;2;4;4;4;4;4;4;5;4;2;5;5;4;2;5;5;5;4;5;5;5;5;2;5;5;5;5;5;5;5;5;5;2;5;5;5;2;5;5;5;5;5;2;5.0;5.0;5.0;2.0;5.0;5.0;5.0;5.0;1.0;5.0;1;2020.0
141;Russian Federation;RU;RUS;Europe & Central Asia;3;5;5;5;1;5;5;1;5;5;1;5;1;1;2;5;5;2;5;5;2;5;2;5;5;2;2;2;5;5;2;5;5;2;5;2;2;5;2;2;2;5;5;5;5;2;2;5;2;2;4;5;5;2;5;5;2;5;2;2;5;2;2;1;3;3;1;3;3;1;3;1;4;1;4;4;1;4;4;1;4;1;5;5;1;1;2;2;2;5;2;2;2.0;5.0;5.0;1.0;5.0;5.0;1.0;5.0;1.0;1.0;1;2020.0
142;Rwanda;RW;RWA;Sub-Saharan Africa;1;5;5;5;5;5;1;5;5;1;5;5;1;1;5;4;4;4;4;1;4;1;4;4;2;1;1;4;4;4;4;4;1;4;1;4;4;2;1;1;4;4;4;4;1;4;4;2;1;1;4;4;4;4;4;2;4;2;4;4;5;2;2;5;5;5;5;5;1;5;1;5;4;5;4;4;4;4;1;4;1;4;4;2;1;1;5;5;5;5;2;2;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;1;2020.0
143;Samoa;WS;WSM;East Asia & Pacific;2;5;5;5;5;5;1;5;5;1;5;5;5;1;5;5;5;5;5;1;5;1;5;5;5;5;1;4;4;4;4;4;1;4;1;4;4;2;4;1;4;4;4;4;1;4;4;2;4;1;3;3;3;3;3;1;3;1;3;3;3;3;1;3;3;3;3;3;1;3;1;3;4;4;4;4;4;4;1;4;1;4;5;2;4;1;5;5;5;5;5;1;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;1;2020.0
144;San Marino;SM;SMR;Europe & Central Asia;4;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
145;Sao Tome and Principe;ST;STP;Sub-Saharan Africa;2;5;5;5;5;5;1;5;5;1;1;1;1;1;4;1;1;4;1;1;5;1;1;1;5;1;1;4;1;1;4;1;1;5;1;1;1;5;1;1;4;1;1;1;1;5;1;5;1;1;5;2;2;5;2;2;5;2;2;2;5;2;2;3;1;1;3;1;1;3;1;1;5;4;5;5;5;5;1;4;1;1;1;5;1;1;1;5;1;5;1;1;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1;2020.0
146;Saudi Arabia;SA;SAU;Middle East & North Africa;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
147;Senegal;SN;SEN;Sub-Saharan Africa;1;5;5;5;1;5;5;1;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1;2020.0
148;Serbia;RS;SRB;Europe & Central Asia;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5;2020.0
149;Seychelles;SC;SYC;Sub-Saharan Africa;4;5;5;5;5;1;5;1;1;5;1;1;5;1;5;5;5;5;1;5;1;5;1;1;1;5;1;5;5;5;5;1;5;1;5;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;1;4;1;4;1;1;1;4;1;5;5;5;5;2;5;2;5;2;5;5;5;5;5;1;5;1;5;1;1;1;5;1;1;1;1;1;1;1;2.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;1;2020.0
150;Sierra Leone;SL;SLE;Sub-Saharan Africa;1;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;2020.0
151;Singapore;SG;SGP;East Asia & Pacific;4;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1;2020.0
152;Slovakia;SK;SVK;Europe & Central Asia;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5;2020.0
